t,series_1,series_2,series_3,series_4,series_5,series_6,series_7,series_8,series_9,series_10,series_11,series_12,series_13,series_14,series_15
11,-15.620324037794008,3.1301447626669456,-11.126911010237025,-17.927120957462172,30.08649789444887,20.166480538221204,-10.787298028965274,-31.22328560695147,-26.07057321018872,-12.165513857486271,14.06216011587508,15.599945812949024,23.881762241810097,-36.60429639846705,7.032727869541067
12,-19.697826017071495,5.39413028701551,-16.512380845047463,-25.49314359609927,41.54790966379995,27.906469114342958,-13.223652625135948,-44.65492058571665,-35.09814669069222,-17.01094162305852,18.90926184761319,23.187899914985884,35.22738444524012,-50.69029716559094,10.554320752941479
13,-27.25429210479404,7.549333032978074,-21.75077239722483,-35.24202002728091,55.67659049815054,36.442911217393466,-19.921329204226108,-61.534086552098266,-50.02486622883298,-23.427277711580242,25.266694624009475,33.697977106933756,51.99725058254209,-70.35427610653096,16.241528827028674
14,-39.2484152491696,10.45369516481991,-30.030292097878064,-50.60496159030073,75.78126112320112,49.48445127399195,-28.39281662923877,-85.19427742258459,-69.8151922723996,-34.01209358695164,34.819133075339685,48.3221299858869,75.03741371418499,-97.88364961988904,24.859244263873812
15,-55.789346761765394,14.36303765155159,-41.17309947720899,-71.86554022308154,107.92989369506337,69.64163366178441,-40.06686039720002,-119.40713834592755,-95.28357729418553,-47.373090019029426,49.14243361625219,67.82595046989177,104.96540942351632,-136.5395586524771,35.06721375219764
16,-76.91780766840199,18.85093724560243,-58.272055704992866,-99.8214942629963,151.3533423120781,95.72297984884024,-54.52145312187081,-166.86457452734496,-132.88359041853585,-65.84097376649376,67.55864926982862,96.45271843712571,146.60758183705005,-190.6035986409492,49.67185834291004
17,-105.36952294249765,25.7728938929154,-83.15983156765236,-140.7734738381718,209.5413449960118,131.46024856821805,-73.23661172399608,-231.94655146107087,-187.44812079188262,-92.87983928448912,94.58925639501194,136.9960994163525,204.77932760095572,-267.4149580312602,69.58969983591666
18,-146.84216333861494,37.306798975562856,-115.43480095007415,-196.2200451588591,293.8679139867631,185.4418387735927,-103.40548280254173,-323.0560461729151,-261.985291596092,-129.93958266642318,132.58060149026304,191.65564805443987,286.0939709462943,-374.54950718514027,95.88966094596505
19,-205.33635288605515,54.21538167054544,-160.81295674570046,-273.6181321897894,412.47294292516045,261.1835508756489,-143.5374779421654,-451.56607638496337,-364.5554873797427,-182.43844019726197,184.6532249781367,267.14300903680237,398.0902877440585,-525.9254305269756,134.13829353208334
20,-286.5958001460419,78.47629375003042,-222.7052666787652,-383.4755894422383,578.2365223951487,367.191436538606,-199.81889547744535,-631.8620537711071,-511.1063439768656,-254.53380246854616,258.1640387997345,374.89545885373224,556.2617809902742,-737.8750481562225,187.6331495137673
21,-398.95955554229477,110.36960254880313,-311.06558886879714,-537.8959942498163,810.8944238339044,514.5323182115715,-278.2123080864879,-883.6753165679542,-716.7772011306091,-358.26422363729546,360.9991080062807,523.7050959283271,777.2695720874085,-1033.5281362258784,262.68871613138725
22,-558.2189676139367,155.5896196453499,-434.852368016811,-752.8207947463054,1135.8073197357137,718.6115169533069,-387.75450242742767,-1238.214616721721,-1004.3712515759446,-501.7922746018787,504.97371810861415,732.0070144473123,1086.9663911846792,-1446.8325222908131,367.95098367076395
23,-780.0633008169128,219.84416121771102,-606.9089501693089,-1052.8509531451718,1589.5148701338687,1005.4415482762909,-541.6489465427715,-1734.961264497836,-1405.228155329537,-701.7010032433749,705.9529096439366,1025.543190178399,1522.6778490332558,-2026.191621318857,515.7307270040858
24,-1091.8586951049172,308.9868628524235,-848.3737884847433,-1475.4019611468302,2223.0857184801607,1408.6122029195676,-758.5762020952554,-2428.8832347522975,-1967.7452669608422,-984.5120906610157,986.2521447461442,1435.889430778262,2129.723403406581,-2835.0917606199423,723.3986749089271
25,-1529.768920481729,433.5899728640876,-1186.7583747689025,-2068.69263265305,3111.4652583081106,1970.546653203703,-1063.3942931554682,-3403.223856798843,-2757.220771557091,-1378.5671456841367,1380.126760072,2009.0251537517772,2981.211907682047,-3966.290209379614,1014.9842120209219
26,-2140.6709043146807,607.2909225625464,-1661.2910215426723,-2897.861334497641,4356.6141652871665,2756.990495245919,-1488.5662000111813,-4765.507458269264,-3860.4660693583123,-1926.4935976577024,1930.6741115429343,2811.1252967579285,4175.503864887134,-5553.406110268656,1420.268444796943
27,-2998.6159592293625,849.00747405764,-2326.0678082343425,-4058.9466963215327,6098.103569674463,3861.461717296165,-2085.5493240549426,-6671.455821575812,-5404.996431718778,-2694.4550816604897,2701.143977791467,3937.449223527239,5846.231176996859,-7775.024438894898,1987.5174864702299
28,-4199.7130042542,1187.6941071537385,-3256.315982159884,-5685.690883440671,8535.755342492599,5406.111162274371,-2919.929521641506,-9340.21918036447,-7566.304406805308,-3773.04381752644,3781.542814492576,5513.632084072204,8184.250439945395,-10884.323537820259,2784.9634656327935
29,-5881.041268132499,1663.031584670886,-4559.41561361057,-7960.711960139747,11950.36531294299,7567.664463591406,-4086.4419466936997,-13076.15296667548,-10591.949773218787,-5280.66132542793,5294.266530708027,7718.493735295451,11459.794766366012,-15237.610297726314,3899.121388104096
30,-8234.92243166199,2328.4377585950247,-6382.85564263216,-11145.076209203611,16732.87725726469,10595.390812758325,-5720.961347528812,-18306.843272406484,-14830.647943363661,-7390.465710659017,7410.521151040547,10806.959799372707,16045.864915453434,-21331.845907878138,5460.744219728123
31,-11531.907006613337,3258.707871342172,-8933.351392568546,-15603.874843517582,23428.900359778236,14834.824946529892,-8011.4652620797215,-25629.469795957346,-20760.593070749735,-10345.56134475207,10374.957703601487,15131.083103691024,22464.19576372117,-29864.132994574677,7644.31557588202
32,-16147.541922853212,4561.213116471528,-12506.386938536267,-21846.138309910475,32800.391192176365,20771.936066829396,-11216.04304856566,-35880.96343122698,-29061.82299486561,-14484.471673882495,14524.681035760988,21182.690220175744,31449.070301662465,-41811.187227560644,10700.42337673103
33,-22606.851457945413,6385.894521486144,-17508.0063874102,-30583.954371834996,45921.140011894146,29082.78500037308,-15700.396476914595,-50234.74610320453,-40686.71106020633,-20280.6020489048,20332.411452468787,29656.01001202976,44027.44490368291,-58538.17327449436,14980.39111669435
34,-31648.077790340663,8940.817378151536,-24509.490836470257,-42816.58156517321,64290.71289991334,40716.474379218715,-21980.075969552872,-70330.88574038558,-56960.75297833757,-28392.420994069216,28465.74762725198,41517.98847330007,61637.36949134681,-81955.22922130872,20971.782783007493
35,-44306.115788989795,12518.069854812888,-34313.76935432532,-59941.801474578424,90007.31932218996,57002.906280840514,-30772.484617786376,-98464.38196672178,-79746.41134827619,-39749.35203033673,39851.53777475193,58122.220804908684,86289.8967407253,-114738.78790865802,29360.960000711533
36,-62028.14939871634,17524.902332098376,-48039.28345622555,-83918.21306374493,126010.20582798247,79803.01470601343,-43082.16744233231,-137849.99636199122,-111645.78134336862,-55650.59322021431,55791.623534996004,81370.87935094956,120805.5145236954,-160635.88037502058,41105.20184171205
37,-86838.20068080632,24535.30480096505,-67254.06722125791,-117488.16806163186,176413.12322180293,111723.34776563953,-60315.213478553625,-192990.86783049503,-156304.6246585945,-77912.00072804146,78109.03342027837,113920.08956687078,169128.6126765113,-224890.54892098767,57546.48009084802
38,-121574.25511449139,34347.72893281362,-94155.1903201357,-164485.34167556916,246978.80804462646,156413.06778997448,-84442.54809785218,-270188.34777376545,-218827.21835556946,-109077.0853771389,109352.14191152481,159488.41418134738,236780.04480749255,-314846.18520741194,80566.74351162455
39,-170204.64724015826,48085.61738967509,-131818.67618845933,-230281.0619989726,345769.3456452177,218978.8079179346,-118221.25873986489,-378263.9330412035,-306356.33757278026,-152705.68837489278,153092.58790875028,223284.24788558818,331490.80814078735,-440784.17716421076,112795.68977926622
40,-238287.78856958463,67320.20849870797,-184547.03289889358,-322394.60575485136,484076.37569377304,306569.0713318056,-165509.82482757774,-529571.0791223828,-428898.2741384382,-213787.34738442375,214330.93619437655,312597.5270766492,464085.6456546345,-617098.8638073836,157915.13971117936
41,-333606.0129179937,94247.98121344093,-258365.5798940927,-451353.9678260109,677708.9522166884,429197.7586541788,-231711.71203210167,-741398.858037828,-600455.9106858211,-299301.1823301939,300063.91725737654,437637.32632874075,649720.1643738474,-863939.4042930962,221081.41525378622
42,-467049.97972026677,131943.93637775988,-361711.0670646481,-631897.5229769943,948793.2151865506,600880.0842338603,-324395.70215167355,-1037956.7092156445,-840635.0600424898,-419022.24683565873,420090.2606385726,612694.3411075822,909608.3657737209,-1209513.402693338,309511.7062319631
43,-653869.6975411144,184718.6908972772,-506394.894488698,-884657.6989310834,1328311.3762192295,841234.7543055477,-454154.43111393356,-1453139.2437244968,-1176889.821542738,-586632.6090645433,588127.2647955408,857773.1424587611,1273452.3794541224,-1693319.458215964,433317.015281794
44,-915416.9493440399,258606.34609598864,-708953.0356976191,-1238520.9193626854,1859638.1476858817,1177730.3516005648,-635813.7461700847,-2034394.7434686164,-1647647.3857506036,-821284.7264703405,823377.0780660834,1200881.0054164848,1782833.3173962089,-2370649.609398732,606644.4979470323
45,-1281583.176861676,362049.5574009325,-992532.5428142276,-1733927.960502731,2603493.4645687165,1648822.5748400488,-890137.6094184926,-2848152.3570851884,-2306705.1559565347,-1149797.9469634907,1152726.7531357799,1681234.4305493776,2495964.4140352583,-3318909.9598125187,849302.859201974
46,-1794213.257643508,506870.3571729956,-1389545.3743269532,-2427498.8380186493,3644889.691700518,2308353.1547431527,-1246194.4204554092,-3987413.160488924,-3229389.3665229613,-1609716.4641410352,1613817.6186021122,2353729.9002835676,3494350.1065253206,-4646473.740307299,1189025.169022387
47,-2511896.2836399735,709618.3666044854,-1945364.303239583,-3398498.763873129,5102844.591430469,3231693.7639777246,-1744672.093620339,-5582379.657413127,-4521148.142091161,-2253604.03297118,2259344.84083598,3295222.0452800076,4892090.667568886,-6505064.530433334,1664637.020744329
48,-3516653.40747533,993467.238448153,-2723508.954296617,-4757896.927844612,7143983.965310128,4524370.490245546,-2442540.814716184,-7815333.3414922245,-6329606.8068633275,-3155047.6259666947,3163082.2389566307,4613311.723134681,6848926.79709508,-9107089.386811726,2330493.520704137
49,-4923311.612886711,1390855.1799925067,-3812912.1254135636,-6661054.19303538,10001577.623278916,6334118.2687591035,-3419557.4433187726,-10941468.569796564,-8861449.70417265,-4417069.00384458,4428316.944159421,6458636.237727389,9588497.468206106,-12749924.142819373,3262692.0664150226
50,-6892637.025273901,1947196.2889859688,-5338077.351241255,-9325476.345267849,14002207.493192276,8867762.521875756,-4787381.971073754,-15318058.104816904,-12406029.216467705,-6183897.2351380745,6199644.536140401,9042090.477752896,13423896.483959438,-17849893.305553596,4567769.559878171
51,-9649694.23183173,2726073.0293457294,-7473309.762456435,-13055668.549457662,19603089.650084376,12414866.796731023,-6702336.423452698,-21445282.115522522,-17368442.34774028,-8657455.97297651,8679502.082006264,12658927.383260839,18793456.087397642,-24989851.350980274,6394877.0646919925
52,-13509571.008782275,3816501.061602563,-10462633.83726038,-18277936.078537475,27444323.921125345,17380815.090440616,-9383269.066719536,-30023395.0105309,-24315821.413473897,-12120437.739598107,12151301.336109294,17722498.29855264,26310839.999821424,-34985791.08106977,8952827.722413883
53,-18913400.413159896,5343102.150826486,-14647686.797045577,-25589110.397673123,38422052.8791136,24333141.715156857,-13136575.37053742,-42032751.933037736,-34042150.29002372,-16968611.332542293,17011820.900988717,24811497.56394283,36835174.9333562,-48980107.31338655,12533959.136948323
54,-26478761.951757904,7480342.936688861,-20506759.80812812,-35824753.37836536,53790875.32938295,34066399.21923029,-18391205.56029811,-58845852.28158672,-47659009.335614726,-23756056.61192396,23816550.36303214,34736096.476799786,51569244.708396815,-68572151.41250487,17547541.24279789
55,-37070265.68771983,10472479.817372018,-28709462.043469742,-50154653.44004504,75307226.8158645,47692958.81316998,-25747685.506915055,-82384193.21254577,-66722611.216332436,-33258479.937134624,33343171.085730325,48630534.61351632,72196942.04395731,-96001011.73765613,24566555.888541266
56,-51898370.72393882,14661472.266447598,-40193247.83557806,-70216515.11620067,105430118.56702572,66770142.242294684,-36046757.90332388,-115337869.1547827,-93411655.50379768,-46561870.56706633,46680441.35353902,68082747.8420158,101075717.52316183,-134401417.5798567,34393177.61110389
57,-72657716.49620491,20526062.008502632,-56270546.62621543,-98303121.35275476,147602166.44263226,93478198.24952787,-50465463.28791453,-161473015.21682608,-130776317.5678547,-65186617.97103291,65352618.107359715,95315847.05796297,141506005.02483898,-188161983.80985725,48150448.03759921
58,-101720800.18025999,28736487.51925041,-78778764.33925909,-137624368.66631758,206643033.84271446,130869477.2142374,-70651649.09323767,-226062221.60579726,-183086844.87079966,-91261265.05902274,91493662.80554268,133442184.64274037,198108405.7585266,-263426777.87749442,67410626.51246412
59,-142409117.97171685,40231082.238992564,-110290269.86592354,-192674115.82604,289300248.306608,183217268.76322952,-98912308.93569446,-316487109.8995237,-256321582.08625072,-127765770.37616244,128091127.58603162,186819058.39242625,277351766.0652086,-368797490.8776912,94374877.35331869
60,-199372764.91849333,56323516.84450728,-154406377.77637967,-269743763.4198253,405020345.9795926,256504174.5653426,-138477232.6116322,-443081954.42732906,-358850215.85595757,-178872078.2239763,179327580.46320263,261546681.06677216,388292471.177533,-516316487.5307611,132124827.44949429
61,-279121870.1649552,78852925.07261693,-216168929.00150183,-377641267.48487306,567028483.8243812,359105842.9301064,-193868124.74666813,-620314736.9999514,-502390304.68618894,-250420911.14327508,251058613.71708575,366165354.33411354,543609459.9738044,-722843082.1378968,184974759.58436242
62,-390770617.4693755,110394096.70882392,-302636501.7590201,-528697775.396009,793839876.1118017,502748180.3540941,-271415374.0257856,-868440631.2335943,-703346425.4065655,-350589274.71017456,351482060.27495426,512631496.9581012,761053245.473962,-1011980314.0278454,258964666.49863598
63,-547078866.4651213,154551736.07316557,-423691105.1365643,-740176888.3511034,1111375826.2675147,703847453.7673193,-379981522.5391467,-1215816885.0611129,-984684995.0242811,-490824982.2487325,492074884.36277056,717684094.985564,1065474545.703466,-1416772438.4683816,362550535.21807545
64,-765910412.9282511,216372429.12569195,-593167547.9810286,-1036247643.8902096,1555926157.0635972,985386434.2780381,-531974130.6152137,-1702143637.9077249,-1378558993.5923774,-687154975.1655388,688904839.8502411,1004757733.5488292,1491664365.3717887,-1983481412.919101,507570750.7346418
65,-1072274577.4086143,302921399.05880636,-830434566.231704,-1450746701.9941754,2178296618.545815,1379541009.0514274,-744763781.4982159,-2383001092.2693753,-1929982588.7188525,-962016966.4319159,964466777.2443349,1406660826.7825081,2088330112.282169,-2776873979.5547547,710599050.0519013
66,-1501184409.1452067,424089957.44492847,-1162608392.2306962,-2031045382.7263994,3049615266.530689,1931357414.632708,-1042669293.937614,-3336201529.146937,-2701975622.2222786,-1346823753.3894873,1350253486.4063523,1969325157.225752,2923662158.9339046,-3887623572.7234793,994838668.6451665
67,-2101658173.355777,593725939.2592059,-1627651748.5778341,-2843463535.5055714,4269461373.0137773,2703900382.3170924,-1459737010.6343036,-4670682140.725466,-3782765869.7068057,-1885553253.031427,1890354883.6388383,2757055218.246932,4093127022.3538427,-5442673001.667079,1392774136.204276
68,-2942321443.9228315,831216316.9443371,-2278712448.1602283,-3980848949.2598524,5977245922.719975,3785460535.91889,-2043631814.320958,-6538954996.028173,-5295872218.082657,-2639774551.6786404,2646496840.4769053,3859877303.9168262,5730377829.380289,-7619742202.808575,1949883791.8968225
69,-4119250021.171225,1163702845.5232024,-3190197426.1791716,-5573188528.176616,8368144291.284882,5299644748.864017,-2861084537.5430956,-9154536993.667793,-7414221105.597798,-3695684371.81894,3705095576.407018,5403828226.14271,8022528959.11025,-10667639083.611187,2729837309.497468
70,-5766950028.040731,1629183984.8585212,-4466276397.359558,-7802463939.606239,11715402007.63988,7419502649.166655,-4005518351.7594934,-12816351792.09766,-10379909547.685722,-5173958122.994877,5187133806.4247875,7565359516.737973,11231540542.884386,-14934694716.856815,3821772233.4994698
71,-8073730039.127761,2280857581.1628656,-6252786954.767969,-10923449514.575562,16401562811.762175,10387303709.170036,-5607725694.958719,-17942892508.547043,-14531873368.30068,-7243541373.78931,7261987328.361351,10591503321.766321,15724156758.51395,-20908572605.409966,5350481126.358349
72,-11303222053.22256,3193200615.3111362,-8753901735.682913,-15292829320.347162,22962187935.163326,14542225191.08602,-7850815975.767902,-25120049514.261486,-20344622715.933224,-10140957922.492395,10166782258.48709,14828104649.602877,22013819459.44141,-29272001648.342285,7490673577.521343
73,-15824510874.589666,4470480864.447948,-12255462430.319784,-21409961049.04947,32147063107.357937,20359115267.299446,-10991142368.81195,-35168069320.79718,-28482471802.144814,-14197341090.859316,14233495161.751368,20759346511.153137,30819347244.26994,-40980802306.404175,10486943009.5569
74,-22154315227.40366,6258673210.578388,-17157647402.706163,-29973945468.580364,45005888348.52836,28502761374.18207,-15387599318.192612,-49235297048.40186,-39875460523.1042,-19876277525.919678,19926893227.278214,29063085116.981354,43147086143.63906,-57373123228.06388,14681720214.847446
75,-31016041318.33791,8762142493.443369,-24020706364.963306,-41963523657.25026,63008243685.90569,39903865922.83624,-21542639046.622906,-68929415868.11165,-55825644730.74828,-27826788533.22109,27897650520.093925,40688319163.59817,60405920601.60368,-80322372518.1067,20554408303.2077
76,-43422457846.27214,12266999490.245893,-33628988911.71373,-58748933121.053894,88211541159.6114,55865412289.9712,-30159694665.660587,-96501182214.88498,-78155902621.6565,-38957503944.20837,39056710728.30512,56963646828.36011,84568288842.11281,-112451321524.55997,28776171624.360237
77,-60791440986.31663,17173799286.270788,-47080584479.24514,-82248506368.61424,123496157623.04301,78211577205.94463,-42223572532.0657,-135101655100.50453,-109418263667.7996,-54540505521.81388,54679395019.98953,79749105559.02003,118395604378.90178,-157431850133.23837,40286640273.44257
78,-85108017382.24014,24043319000.749386,-65912818271.176544,-115147908915.76933,172894620671.30994,109496208089.96577,-59113001543.79524,-189142317141.15982,-153185569133.33115,-76356707729.79915,76551153029.08347,111648747783.33507,165753846130.83243,-220404590185.72714,56401296382.20851
79,-119151224337.5531,33660646600.62216,-92277945579.9515,-161207072481.4528,242052468940.33426,153294691326.34637,-82758202160.44165,-264799243997.25412,-214459796787.84488,-106899390819.69539,107171614239.6606,156308246896.34094,232055384583.57382,-308566426261.5787,78961814934.61676
80,-166811714071.64993,47124905240.46764,-129189123813.26624,-225689901473.3441,338873456515.91003,214612567856.6779,-115861483024.05095,-370718941596.00104,-300243715501.406,-149659147147.01422,150040259935.47687,218831545654.5066,324877538415.0909,-431992996766.29584,110546540907.76306
81,-233536399699.7371,65974867336.36282,-180864773338.4253,-315965862061.80774,474422839122.51917,300457594999.72565,-162206076231.9867,-519006518233.59656,-420341201700.32745,-209522806005.3362,210056363910.57663,306364163916.179,454828553780.99945,-604790195472.9606,154765157270.56882
82,-326950959577.7531,92364814271.8881,-253210682673.48373,-442352206886.2335,664191974773.6355,420640633002.2484,-227088506724.98676,-726609125527.2137,-588477682379.5809,-293331928407.0563,294078909475.35236,428909829482.2587,636759975292.2898,-846706273663.2562,216671220177.75775
83,-457731343406.13776,129310739980.65721,-354494955742.0196,-619293089640.761,929868764685.7998,588896886205.0267,-317923909416.0823,-1017252775738.4194,-823868755329.4369,-410664699769.9848,411710473267.1618,600473761274.9387,891463965408.2583,-1185388783127.309,303339708246.72186
84,-640823880768.3186,181035035971.12122,-496292938038.96796,-867010325495.9979,1301816270559.7673,824455640686.0315,-445093473183.814,-1424153886035.066,-1153416257461.0825,-574930579680.0565,576394662573.5383,840663265785.9686,1248049551574.4744,-1659544296378.2488,424675591544.2669
85,-897153433076.3926,253449050359.28644,-694810113252.3448,-1213814455693.144,1822542778781.5183,1154237896959.791,-623130862457.2797,-1993815440451.5933,-1614782760445.8025,-804902811553.8011,806952527601.3936,1176928572102.0688,1747269372205.2903,-2323362014930.468,594545828163.3225
86,-1256014806308.1917,354828670504.06714,-972734158554.1396,-1699340237970.7598,2551559890292.13,1615933055742.9097,-872383207439.954,-2791341616634.4326,-2260695864622.313,-1126863936175.6345,1129733538642.072,1647700000941.9688,2446177121088.8345,-3252706820902.882,832364159430.7445
87,-1758420728833.3167,496760138705.94196,-1361827821978.081,-2379076333160.056,3572183846409.4897,2262306278039.7393,-1221336490416.2783,-3907878263289.705,-3164974210469.2114,-1577609510645.11,1581626954099.6025,2306780001318.611,3424647969525.2456,-4553789549265.54,1165309823206.3113
88,-2461789020365.854,695464194187.5079,-1906558950769.0886,-3330706866424.608,5001057384975.621,3167228789256.6274,-1709871086583.7007,-5471029568605.752,-4430963894656.802,-2208653314901.618,2214277735740.626,3229492001846.369,4794507157335.512,-6375305368972.34,1631433752490.1643
89,-3446504628511.9087,973649871862.0404,-2669182531076.231,-4662989612994.072,7001480338967.695,4434120304961.559,-2393819521216.972,-7659441396047.64,-6203349452519.027,-3092114640863.6133,3099988830038.0835,4521288802584.675,6712310020270.555,-8925427516559.537,2284007253485.154
90,-4825106479916.745,1363109820604.8845,-3736855543505.8447,-6528185458193.215,9802072474554.932,6207768426947.655,-3351347329701.443,-10723217954467.012,-8684689233524.972,-4328960497208.299,4339984362053.2466,6329804323619.001,9397234028379.258,-12495598523183.162,3197610154879.197
91,-6755149071884.402,1908353748845.317,-5231597760907.126,-9139459641469.822,13722901464378.645,8690875797725.222,-4691886261581.855,-15012505136252.504,-12158564926934.664,-6060544696089.116,6075978106874.26,8861726053067.53,13156127639730.672,-17493837932455.404,4476654216831.152
92,-9457208700638.738,2671695248385.6045,-7324236865269.81,-12795243498057.418,19212062050131.492,12167226116815.4,-6568640766214.868,-21017507190753.92,-17021990897710.086,-8484762574524.549,8506369349623.752,12406416474294.027,18418578695622.65,-24491373105438.402,6267315903563.586
93,-13240092180892.004,3740373347742.3896,-10253931611376.84,-17913340897281.164,26896886870182.38,17034116563541.414,-9196097072701.396,-29424510067056.85,-23830787256795.004,-11878667604334.393,11908917089472.514,17368983064011.352,25786010173872.21,-34287922347616.75,8774242264988.021
94,-18536129053248.06,5236522686839.694,-14355504255925.072,-25078677256191.816,37655641618253.54,23847763188957.57,-12874535901783.67,-41194314093879.35,-33363102159513.05,-16630134646068.188,16672483925261.406,24316576289617.035,36100414243419.14,-48003091286663.43,12283939170982.68
95,-25950580674545.56,7331131761577.777,-20097705958293.77,-35110148158668.023,52717898265555.05,33386868464541.11,-18024350262498.36,-57672039731431.8,-46708343023318.03,-23282188504497.074,23341477495366.332,34043206805465.555,50540579940785.71,-67204327801330.72,17197514839376.205
96,-36330812944363.56,10263584466209.572,-28136788341608.62,-49154207422135.336,73805057571775.81,46741615850358.12,-25234090367497.918,-80740855624007.25,-65391680232644.445,-32595063906298.027,32678068493512.53,47660489527651.12,70756811917102.47,-94086058921863.02,24076520775126.96
97,-50863138122110.67,14369018252691.926,-39391503678251.39,-68815890390989.59,103327080600485.64,65438262190502.61,-35327726514498.18,-113037197873611.1,-91548352325702.62,-45633089468817.09,45749295890917.6,66724685338709.27,99059536683945.0,-131720482490606.78,33707129085177.664
98,-71208393370954.88,20116625553769.883,-55148105149553.3,-96342246547385.7,144657912840681.03,91613567066704.56,-49458817120296.48,-158252077023053.6,-128167693255985.11,-63886325256344.63,64049014247284.97,93414559474194.44,138683351357523.08,-184408675486848.9,47189980719251.43
99,-99691750719337.5,28163275775278.996,-77207347209376.95,-134879145166340.8,202521077976954.62,128258993893385.53,-69242343968415.055,-221552907832274.56,-179434770558380.03,-89440855358882.97,89668619946197.3,130780383263874.28,194156691900533.53,-258172145681585.72,66065973006953.34
100,-139568451007073.0,39428586085389.34,-108090286093129.66,-188830803232877.97,283529509167736.3,179562591450738.3,-96939281555781.5,-310174070965184.75,-251208678781731.38,-125217197502436.78,125536067924676.55,183092536569425.88,271819368660747.62,-361441003954218.75,92492362209735.42
101,-195395831409904.72,55200020519543.85,-151326400530381.38,-264363124526028.25,396941312834829.25,251387628031033.72,-135714994178093.48,-434243699351258.1,-351692150294421.5,-175304076503411.94,175750495094548.12,256329551197199.12,380547116125047.6,-506017405535905.2,129489307093631.36
102,-273554163973867.66,77280028727360.69,-211856960742533.1,-370108374336437.94,555717837968760.44,351942679243448.44,-190000991849330.9,-607941179091761.4,-492369010412190.3,-245425707104775.56,246050693132367.12,358861371676078.75,532765962575066.4,-708424367750266.1,181285029931084.44
103,-382975829563411.75,108192040218305.17,-296599745039544.5,-518151724071010.25,778004973156264.6,492719750940830.0,-266001388589063.9,-851117650728466.5,-689316614577066.8,-343595989946686.44,344470970385316.2,502405920346508.94,745872347605092.8,-991794114850373.5,253799041903518.2
